sample,study,group,cancer_abbr,tissue,sample_type,CDCP1,MET,EPHA2,ERBB2,EGFR,TFRC,ACKR3,IGF2R,LDLR,SORT1,LRP1,ASGR1
TARGET-20-PAKERZ-09,TARGET,other,,White blood cell,Primary Blood Derived Cancer - Bone Marrow,0.0144,0.275,0.2016,0.7991,0.0,6.6518,0.3219,0.3561,4.2735,0.251,0.0841,1.2141
GTEX-XQ8I-2026-SM-4BOOL,GTEX,Normal_GTEx,,Stomach,Normal Tissue,2.8032,1.9964,2.3277,5.6801,3.1953,3.5285,3.3059,3.5753,2.6759,3.3827,5.1094,1.3162
GTEX-VJYA-0526-SM-4KL1R,GTEX,Normal_GTEx,,Adrenal Gland,Normal Tissue,0.5753,0.1635,2.5261,2.3045,3.359,4.8161,1.275,4.0926,6.1933,2.9964,5.7779,1.0
GTEX-ZPIC-2626-SM-57WE2,GTEX,Normal_GTEx,,Colon,Normal Tissue,0.2987,1.511,1.516,4.2411,3.7939,4.2342,3.6826,4.5217,3.0286,4.2712,5.9191,1.0072
TCGA-ZJ-AAXT-01,TCGA,Tumor_TCGA,CESC,Cervix,Primary Tumor,4.857,3.4854,6.6188,5.337,6.6097,5.5999,4.6803,3.799,6.4046,2.4725,5.5388,0.546
TCGA-FP-7998-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,5.2521,5.7271,5.246,6.057,2.6159,5.625,3.862,6.0516,5.191,5.2126,6.0444,0.856
TCGA-EB-A5SG-06,TCGA,Tumor_TCGA,SKCM,Skin,Metastatic,1.6915,3.7677,2.0531,2.6622,0.263,5.0126,1.3045,4.0436,1.5361,4.0609,5.033,1.4751
TCGA-K4-A3WS-01,TCGA,Tumor_TCGA,BLCA,Bladder,Primary Tumor,2.5656,3.2064,4.5625,7.0281,3.3561,4.9518,5.2642,4.0365,4.3957,3.6519,6.5147,2.2203
TCGA-WY-A85D-01,TCGA,Tumor_TCGA,LGG,Brain,Primary Tumor,0.5361,0.0144,0.546,3.4607,4.5771,3.61,5.4313,3.1843,2.8258,5.1094,7.2696,3.3132
TCGA-IG-A4QS-01,TCGA,Tumor_TCGA,ESCA,Esophagus,Primary Tumor,3.4995,3.861,5.4787,4.9454,3.0444,4.735,2.6041,3.8053,4.7554,3.2296,3.7258,1.0497
GTEX-YJ8O-2226-SM-5IFHW,GTEX,Normal_GTEx,,Breast,Normal Tissue,0.275,3.4751,3.9663,4.0548,4.5643,3.9097,7.1898,4.2242,4.8743,5.0985,7.5344,1.5558
TARGET-20-PASVVS-04,TARGET,other,,White blood cell,Recurrent Blood Derived Cancer - Bone Marrow,0.0704,0.1375,0.0,0.4854,0.0,5.2548,0.189,2.8894,3.798,2.2234,0.926,0.5558
GTEX-13PVR-0126-SM-5S2PY,GTEX,Normal_GTEx,,Liver,Normal Tissue,0.251,3.1506,4.0687,2.6323,3.9289,5.0836,2.9982,4.1482,4.6525,2.8339,6.6979,8.6405
GTEX-14BMU-1026-SM-5RQJ5,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,0.5753,1.3334,2.7677,4.5904,4.3757,3.6803,4.9275,4.3646,3.6135,4.8099,6.4754,0.669
TCGA-25-1329-01,TCGA,Tumor_TCGA,OV,Ovary,Primary Tumor,3.8084,2.1667,5.3377,6.592,1.5509,5.3366,3.9374,3.9108,3.3306,5.4919,5.6622,0.4751
TARGET-20-PASVVS-09,TARGET,other,,White blood cell,Primary Blood Derived Cancer - Bone Marrow,0.0841,0.1375,0.0,0.4114,0.0,5.5466,0.1375,3.2615,3.3016,4.0909,3.1922,1.696
TCGA-A6-6650-01,TCGA,Tumor_TCGA,COAD,Colon,Primary Tumor,3.9928,5.5134,5.0371,5.4564,3.0084,7.3294,2.2408,5.1848,5.7114,4.6465,5.0878,0.8183
TCGA-2Z-A9JO-01,TCGA,Tumor_TCGA,KIRP,Kidney,Primary Tumor,0.4957,4.2547,3.1326,5.4175,2.1077,2.462,1.7049,5.2479,0.7485,4.1514,3.9607,0.8797
GTEX-OHPN-2826-SM-3LK67,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,1.0286,1.9069,3.5813,4.9127,4.2623,4.2876,7.3739,4.7043,4.5765,5.4383,6.9998,1.5898
GTEX-1192W-3026-SM-5GZZV,GTEX,Normal_GTEx,,Pituitary,Normal Tissue,1.1699,2.5211,2.2265,3.773,1.4383,3.7005,3.144,3.2204,2.5993,3.5981,5.2709,1.6645
TCGA-GM-A4E0-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,1.9818,3.0427,3.0789,5.8646,2.5825,2.9505,4.8309,3.4515,3.8963,4.2943,6.8996,1.4803
TCGA-CV-7235-11,TCGA,Normal_TCGA,HNSC,Head and Neck region,Solid Tissue Normal,4.054,4.3038,4.4982,6.1741,4.5873,4.2472,4.565,4.7697,5.2608,5.0913,5.1342,1.4489
TCGA-EL-A3CZ-01,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Primary Tumor,3.9165,5.7941,4.2472,6.5322,3.957,4.0841,5.6733,5.5487,2.1043,6.0919,4.2728,2.342
TCGA-AO-A124-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,5.2068,3.3813,2.5801,6.9267,3.0824,7.1796,2.425,5.5475,4.1375,4.5078,3.5801,0.5946
TCGA-S3-A6ZF-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.568,2.0426,2.6064,7.03,1.4006,5.9008,3.6758,4.0643,2.4828,4.5939,5.2338,0.696
TARGET-10-PARDWE-03,TARGET,other,,White blood cell,Primary Blood Derived Cancer - Peripheral Blood,0.0841,0.0286,0.1243,5.0592,0.0,4.5533,1.3618,4.0444,3.2095,4.5934,1.8679,0.8074
GTEX-139T6-2026-SM-5IFFL,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.5753,2.5729,1.4383,3.0531,2.98,3.3687,4.2334,5.0854,1.2631,6.1283,3.969,0.3896
TCGA-CH-5790-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,3.8197,2.1243,1.9298,6.0817,4.4429,3.0738,2.2326,5.8022,5.675,4.7382,5.8209,0.5261
TCGA-OR-A5J9-01,TCGA,Tumor_TCGA,ACC,Adrenal gland,Primary Tumor,0.0286,1.5993,1.3951,1.8319,2.2172,2.1954,4.7328,4.4594,8.7345,2.3363,5.281,4.2479
TCGA-AM-5820-01,TCGA,Tumor_TCGA,COAD,Colon,Primary Tumor,4.1898,6.6989,5.3409,5.846,4.0295,7.5974,2.7247,4.2935,5.6848,3.4555,4.9565,1.4168
TCGA-A8-A09D-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,2.8992,2.3533,2.1858,6.2296,2.653,5.3809,4.1891,4.902,5.4682,5.0989,7.0556,1.0144
GTEX-WRHK-0008-SM-4MVPA,GTEX,Normal_GTEx,,Skin,Cell Line,3.511,3.4982,2.9088,4.735,5.2376,6.6691,3.9467,5.7811,5.6392,2.9203,7.5599,1.0841
GTEX-13OW8-0226-SM-5K7UP,GTEX,Normal_GTEx,,Breast,Normal Tissue,0.8797,3.4725,3.3855,4.0365,4.5484,4.0618,5.31,4.0241,5.3197,4.2743,6.9476,1.406
TCGA-GU-AATQ-01,TCGA,Tumor_TCGA,BLCA,Bladder,Primary Tumor,3.717,2.7048,5.7916,6.0383,4.5179,7.2988,5.5148,4.4161,5.5865,3.4181,6.2884,1.2388
GTEX-117XS-3126-SM-5GIDP,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.111,0.4329,1.251,2.342,2.488,4.8928,2.1043,2.7991,3.1538,4.1408,7.4626,4.4705
TCGA-GM-A5PX-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.121,1.6369,2.4777,6.9226,1.2449,3.9625,4.5065,3.4555,3.2418,4.1077,6.2994,1.3785
TCGA-BP-4964-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,2.6206,5.1929,3.851,4.8689,5.5094,4.6241,5.7211,4.813,2.3132,3.9174,5.8158,0.926
GTEX-1192X-0005-SM-5NQC3,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.0566,0.0144,0.0144,0.2869,0.0,0.8156,0.0976,1.2141,0.0704,0.251,0.9486,0.6041
TCGA-05-4389-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,3.7677,3.332,2.2631,5.9951,2.2203,5.3947,2.9524,5.1887,3.2357,4.4693,6.4889,2.9672
TCGA-22-1012-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,4.8743,3.848,4.2906,4.2234,4.6971,8.4698,2.6893,4.2342,5.3629,3.8339,4.5921,1.1309
TCGA-77-7338-11,TCGA,Normal_TCGA,LUSC,Lung,Solid Tissue Normal,3.0738,4.7474,4.6735,5.4043,4.2,5.1522,4.502,4.995,7.2076,5.4208,6.211,2.0976
GTEX-139TT-0006-SM-5O9CG,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.275,0.0,0.0144,1.6369,0.0286,2.0321,0.1506,3.796,1.0072,1.0144,2.1922,1.4489
TCGA-B8-4154-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,0.2987,4.5071,3.8983,5.0643,3.8669,4.5385,4.6293,3.8836,1.1309,2.6871,4.2601,1.0909
GTEX-QCQG-2126-SM-2S1P8,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.3448,3.1922,1.6323,3.6123,2.9542,4.359,3.849,6.0479,0.856,5.8268,4.0409,0.3785
TCGA-N5-A4RU-01,TCGA,Tumor_TCGA,UCS,Uterus,Primary Tumor,2.6938,2.8439,4.1026,5.6447,5.0824,4.1546,6.023,5.6401,3.5185,5.037,7.0345,2.1144
TCGA-AN-A0XO-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.5267,2.597,2.6759,7.3079,2.4489,6.6131,4.7274,4.9676,4.1152,4.9561,5.9078,0.3103
GTEX-14BIL-0326-SM-5SI9Q,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.0426,1.5849,1.5946,3.0908,2.5874,2.9373,4.3806,4.7109,1.0356,4.2456,4.1227,0.251
TCGA-2Y-A9GW-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.6416,3.4828,2.6346,4.5705,3.9837,4.6513,1.3841,4.3348,3.856,3.2327,6.7647,8.458
TCGA-AA-3663-01,TCGA,Tumor_TCGA,COAD,Colon,Primary Tumor,4.4614,4.0618,5.1098,5.3548,1.9635,7.5745,2.9524,3.2464,5.1739,3.9855,3.9973,0.2869
GTEX-14A5I-0326-SM-5NQ9J,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.2016,2.86,1.3162,3.4607,3.0479,2.6206,4.3133,5.4797,1.5753,5.3944,3.8084,0.2987
GTEX-ZVE2-0006-SM-51MRW,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.0566,0.0144,0.0144,0.5656,0.0286,2.5945,0.2987,3.9269,0.4114,1.8992,3.2141,2.084
GTEX-111YS-0626-SM-5GZXV,GTEX,Normal_GTEx,,Lung,Normal Tissue,1.8875,3.7845,4.2861,5.4848,4.7708,6.4979,5.0657,5.3255,6.6329,6.0695,6.5208,2.3673
GTEX-13PDP-0726-SM-5L3HP,GTEX,Normal_GTEx,,Skin,Normal Tissue,4.8505,3.0824,6.2036,6.9002,6.2561,4.5242,4.0764,4.1635,6.205,4.0241,5.1655,1.9449
TCGA-KK-A8IB-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,3.1343,1.531,2.1571,5.9432,3.2249,2.9107,1.6781,3.5945,5.1363,2.8659,4.7634,0.903
GTEX-Y114-1526-SM-4TT79,GTEX,Normal_GTEx,,Colon,Normal Tissue,0.5946,1.0976,1.8875,4.2965,3.7708,5.0348,5.6565,4.3667,5.3865,4.3751,6.3745,1.3219
TCGA-SI-AA8C-01,TCGA,Tumor_TCGA,SARC,"Soft tissue,Bone",Primary Tumor,1.7312,3.1326,3.1715,6.169,5.8107,4.2126,4.8924,5.6484,4.3284,2.9542,8.4598,2.7991
GTEX-X5EB-1026-SM-46MVU,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,0.6323,1.3162,2.3785,5.213,4.7093,4.2,4.4634,4.6381,3.2219,6.0119,6.0932,0.926
GTEX-XOTO-0011-R8A-SM-4B65J,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.0841,0.0976,1.7655,1.8197,2.3868,4.4369,2.5705,2.1043,3.8953,4.8899,5.6462,3.1227
GTEX-11P81-0326-SM-5HL6B,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.5361,2.0426,2.4141,6.3182,4.3827,3.3406,6.4081,5.098,2.5874,6.815,8.0872,0.848
TCGA-IB-7886-01,TCGA,Tumor_TCGA,PAAD,Pancreas,Primary Tumor,5.3579,6.1661,6.2331,6.0199,4.3582,4.7661,5.0845,4.6899,6.6684,4.8802,6.3455,1.0
TCGA-DX-A3U7-01,TCGA,Tumor_TCGA,SARC,"Soft tissue,Bone",Primary Tumor,0.4329,0.3103,1.516,5.4525,2.4302,5.2445,5.1518,3.8748,5.7562,6.7324,4.6966,1.0976
TARGET-52-PARPFY-11,TARGET,Normal_TCGA,,Kidney,Solid Tissue Normal,3.5248,4.8017,3.5778,6.2405,3.5422,3.3687,2.5729,3.8856,4.2683,5.3868,4.4276,0.9708
GTEX-ZA64-0326-SM-5HL8T,GTEX,Normal_GTEx,,Lung,Normal Tissue,1.5946,2.8156,4.3659,5.4101,4.9283,6.3109,4.669,5.2211,6.144,6.571,6.8859,1.9855
GTEX-13OVG-1426-SM-5K7VP,GTEX,Normal_GTEx,,Colon,Normal Tissue,1.251,3.4893,4.743,4.607,3.8309,4.4012,7.1295,4.1938,5.3906,6.1385,7.1459,1.7049
TCGA-CV-6959-11,TCGA,Normal_TCGA,HNSC,Head and Neck region,Solid Tissue Normal,4.0418,1.6276,4.6159,5.8174,4.3399,3.3519,3.1731,4.2211,4.4289,4.8895,4.4067,0.2016
GTEX-Y3IK-1826-SM-4WWDS,GTEX,Normal_GTEx,,Colon,Normal Tissue,3.2464,2.3191,2.5286,5.9528,2.6392,6.2888,3.4006,3.4317,3.9317,3.7845,5.005,0.5059
TCGA-QR-A7IP-01,TCGA,Tumor_TCGA,PCPG,Paraganglia,Primary Tumor,0.0426,0.3674,2.3813,2.8719,0.687,4.3902,3.856,4.5305,0.8953,4.4744,5.9986,2.0635
GTEX-WH7G-0002-SM-4LVN9,GTEX,Normal_GTEx,,Blood,Cell Line,0.7137,0.2016,0.251,2.3896,0.1506,7.5742,2.1603,5.0059,4.4376,1.257,0.251,0.0976
TCGA-CQ-5329-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,4.8831,4.7814,3.9174,4.5392,6.6565,5.5367,5.6662,4.2118,4.8914,2.5607,3.9393,0.9107
GTEX-11H98-0011-R10b-SM-5NQ98,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.189,1.7442,0.9635,4.2288,3.4528,4.2349,3.2494,2.3785,2.0321,5.804,5.8741,3.7656
GTEX-11P81-1126-SM-5GU5G,GTEX,Normal_GTEx,,Colon,Normal Tissue,0.669,1.7312,2.6759,4.5552,3.9964,3.3306,4.2735,4.7845,2.8012,4.2304,6.991,1.0286
TCGA-BR-8679-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,4.2494,5.8871,6.3054,6.2528,3.9298,6.0686,3.847,5.2824,6.0225,5.2004,5.748,1.4594
TCGA-AF-5654-11,TCGA,Normal_TCGA,READ,Rectum,Solid Tissue Normal,5.0866,3.4982,4.6241,6.2867,3.7898,7.643,3.3391,5.135,6.7954,5.4954,5.8892,0.585
TCGA-A2-A4S3-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.1276,2.6346,2.2172,6.275,0.9486,6.7643,4.3001,4.126,4.1293,5.1379,5.8066,1.4276
TCGA-BW-A5NP-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.2141,4.1635,1.669,3.5778,2.275,4.858,3.116,3.5072,4.5122,3.1555,5.2691,8.945
TCGA-13-0916-01,TCGA,Tumor_TCGA,OV,Ovary,Primary Tumor,4.7065,1.2631,2.5777,5.753,2.1243,5.1958,3.8248,4.1367,3.7431,3.8002,4.8007,0.8797
TCGA-KL-8336-11,TCGA,Normal_TCGA,KICH,Kidney,Solid Tissue Normal,3.2032,5.6693,6.0354,6.4771,4.1731,4.6849,5.0643,5.1862,5.2001,5.0374,6.1095,1.516
TCGA-AX-A2HH-01,TCGA,Tumor_TCGA,UCEC,Endometrium,Primary Tumor,4.9846,1.4957,5.3664,7.4068,2.742,4.0063,3.4236,5.2958,3.3434,5.0027,4.8223,0.4329
TCGA-YA-A8S7-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,1.2631,4.4937,2.5656,1.6781,3.0601,5.0785,4.7071,5.0772,4.682,4.3348,7.7017,5.0933
GTEX-S4Z8-1226-SM-4AD6W,GTEX,Normal_GTEx,,Stomach,Normal Tissue,0.2141,1.7991,3.6645,4.3118,3.7898,3.5147,4.7501,3.9326,3.9955,4.2772,6.6299,1.4006
TCGA-EA-A3QD-01,TCGA,Tumor_TCGA,CESC,Cervix,Primary Tumor,3.4101,3.3248,3.3505,5.1735,3.2188,5.1795,1.7824,3.6622,4.6707,2.9449,4.9676,1.8797
TCGA-SP-A6QH-01,TCGA,Tumor_TCGA,PCPG,Paraganglia,Primary Tumor,0.0144,0.7137,3.7813,3.3103,2.257,2.1795,3.8943,3.1326,2.623,6.1971,5.428,1.774
TCGA-A2-A0D1-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.7071,0.1763,1.7866,9.9333,8.7843,4.6719,4.7463,5.6955,3.3059,4.7333,4.9621,0.7137
TCGA-R6-A6DQ-01,TCGA,Tumor_TCGA,ESCA,Esophagus,Primary Tumor,5.2315,5.985,5.7406,5.62,4.2234,7.1522,3.7301,5.9196,6.6579,4.678,4.2869,0.7225
TCGA-AK-3461-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,2.0566,5.7816,5.5705,5.511,5.5317,5.6511,5.4292,5.2273,2.516,4.9449,5.7217,1.3448
TCGA-LP-A7HU-01,TCGA,Tumor_TCGA,CESC,Cervix,Primary Tumor,4.3751,1.4957,2.0215,6.3966,1.4115,5.8836,0.9336,4.0116,3.5273,3.854,3.7772,1.0144
TCGA-B8-A7U6-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,0.6135,5.119,6.3864,5.0574,4.9401,5.4621,6.6395,5.0536,4.4679,3.8176,5.691,1.8319
GTEX-OHPJ-1626-SM-2HMKO,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.1635,4.0721,1.5849,4.1026,2.5084,2.7048,2.2326,5.2884,1.0286,4.9368,3.6747,0.1375
GTEX-13O3O-0526-SM-5J1NL,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.0426,2.2079,1.546,3.2357,2.8176,4.3813,3.7782,4.9416,1.6276,4.5638,4.1309,0.275
TCGA-HC-8259-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,2.7803,0.8319,0.8797,6.0757,3.4033,2.6485,1.844,4.8841,4.5583,4.2118,4.1906,0.6229
GTEX-Y5LM-1926-SM-5RQJH,GTEX,Normal_GTEx,,Skin,Normal Tissue,4.1683,2.8738,5.6046,6.744,5.879,4.7692,5.0461,4.359,4.8895,3.9439,6.332,2.281
GTEX-ZDXO-0006-SM-4WKGF,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.7908,0.0286,0.1506,1.8238,0.0286,3.7345,0.5753,4.7252,2.3391,2.6252,3.9137,3.4128
GTEX-YJ89-1526-SM-5P9IR,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,4.5717,0.9411,6.5295,6.56,3.5534,4.6415,3.7159,2.9818,5.8066,4.2141,6.1457,1.0072
TCGA-AJ-A3IA-01,TCGA,Tumor_TCGA,UCEC,Endometrium,Primary Tumor,3.144,4.5807,4.7082,6.3672,3.5619,5.1554,2.6346,4.5692,2.98,5.4118,5.9899,1.1954
GTEX-11OF3-0011-R7a-SM-57WCG,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.251,0.6229,0.774,2.2419,1.9373,2.5311,1.8836,1.5059,1.3277,5.1748,5.3096,2.1077
TCGA-J4-A83L-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,2.5921,1.3162,2.1763,6.243,3.3923,3.1043,3.5248,5.1444,5.6235,4.0116,4.7345,0.856
TCGA-OR-A5J6-01,TCGA,Tumor_TCGA,ACC,Adrenal gland,Primary Tumor,0.189,0.4957,1.2265,1.6041,3.1922,4.4141,1.1763,6.8861,8.3165,3.591,3.9745,0.5753
GTEX-S32W-1226-SM-4AD67,GTEX,Normal_GTEx,,Ovary,Normal Tissue,0.0841,0.1375,1.4542,4.8223,2.7887,6.4666,1.9069,4.2149,5.2083,1.2203,7.7487,1.2203
TCGA-DX-AB3C-01,TCGA,Tumor_TCGA,SARC,"Soft tissue,Bone",Primary Tumor,0.3674,2.9964,4.1318,5.4877,1.9635,1.546,6.0396,2.568,2.5435,3.5753,6.0961,2.1473
TCGA-WC-A881-01,TCGA,other,,Eye,Primary Tumor,0.0566,4.9731,2.6415,3.3377,0.1506,2.0807,2.0976,1.7655,0.3448,4.4925,4.1482,0.6416
TCGA-AO-A0J3-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,1.1699,1.2016,1.5849,5.6358,0.3103,3.5945,5.3016,3.8248,2.5211,5.7971,3.8176,0.3674
TCGA-G9-6354-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,2.278,0.7137,1.0144,5.4892,2.5261,1.6508,0.9635,4.6029,4.8073,3.6381,5.0951,0.2265
GTEX-13FXS-1126-SM-5IJBB,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.3219,1.903,3.9079,6.1813,3.6241,3.0772,5.3063,4.5705,2.6554,6.0666,8.6524,1.0635
GTEX-14ASI-3026-SM-5S2PN,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.4542,1.9745,1.3562,2.9049,2.8894,4.2304,3.2449,2.5185,2.6252,5.6062,6.4723,4.09
TCGA-29-1781-01,TCGA,Tumor_TCGA,OV,Ovary,Primary Tumor,2.9672,0.4114,2.2016,4.4996,0.8797,5.841,4.4627,2.9355,2.9373,4.1093,3.6668,0.7049
TCGA-CG-4304-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,3.6542,5.0751,4.4659,6.2294,3.5521,6.3929,3.6971,4.8288,4.2712,4.2683,5.4046,0.5753
TCGA-DD-AAEB-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.0,3.8389,0.6599,2.4005,2.2172,1.531,0.9855,4.1252,4.2016,1.903,5.327,7.9396
GTEX-WH7G-2226-SM-3NMBN,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,1.1043,3.5558,3.3505,4.0285,5.5207,4.5969,5.9714,4.3659,3.0601,5.488,8.1347,1.0773
GTEX-Y9LG-0006-SM-4VBRK,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.0286,0.0286,0.0976,0.3674,0.0426,1.1243,0.2016,4.5001,1.7049,4.4835,1.3162,1.4436
TCGA-DD-AADV-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.2987,6.0419,2.7026,5.2203,4.902,3.7027,2.8875,4.3241,3.7645,3.2986,6.8687,8.3669
TCGA-G9-6332-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,3.2869,0.9561,0.926,6.1943,3.1969,1.9336,0.848,5.0696,4.5015,3.5813,5.7355,0.189
TCGA-A7-A6VV-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.7985,4.6622,3.8105,6.4907,3.6915,6.3892,3.905,5.2285,5.1755,5.4548,6.9553,1.1309
TCGA-D1-A3DG-01,TCGA,Tumor_TCGA,UCEC,Endometrium,Primary Tumor,4.4067,2.3161,3.0161,7.4864,2.546,4.691,3.5981,4.3103,2.8135,5.0854,4.3399,4.4719
TCGA-KK-A8I6-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,3.5704,1.5261,1.546,5.6502,3.6792,2.6182,1.7613,5.3223,5.0666,4.3455,5.3075,0.3561
TCGA-XJ-A83F-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,2.322,0.8156,1.2987,5.1518,2.1922,1.86,1.406,3.9203,4.0951,3.3089,5.1839,0.9635
TCGA-A2-A0ST-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.4764,2.9928,2.4223,5.6444,3.0653,5.0095,2.1177,4.2943,3.6915,3.8807,4.4409,0.7049
GTEX-ZVP2-0226-SM-57WBD,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,1.6645,2.7506,3.9514,3.9845,4.7703,5.3031,6.3848,4.1449,5.3512,5.3809,7.5253,1.3104
GTEX-11VI4-2026-SM-5CVLJ,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.1506,1.2631,2.6392,5.8029,4.2357,4.9169,7.1102,4.4568,3.5411,7.2296,7.3719,0.3334
TCGA-BF-A9VF-01,TCGA,Tumor_TCGA,SKCM,Skin,Primary Tumor,0.7137,4.4436,2.707,1.9635,0.3896,5.0211,0.696,4.8268,2.0496,5.3096,3.9184,0.2869
GTEX-11TUW-2026-SM-5EQL8,GTEX,Normal_GTEx,,Colon,Normal Tissue,0.6135,1.0356,2.7485,4.3951,2.7441,4.701,4.7366,3.3992,6.0351,3.3505,6.9822,1.7782
TARGET-10-PASFXA-04,TARGET,other,,White blood cell,Recurrent Blood Derived Cancer - Bone Marrow,0.0566,0.0,0.0426,0.8156,0.0,3.845,0.774,2.4906,3.5546,2.7718,2.4673,0.774
TCGA-DU-A5TR-01,TCGA,Tumor_TCGA,LGG,Brain,Primary Tumor,0.8953,0.2987,1.0144,2.4276,3.2615,2.322,3.1603,2.8758,0.8875,4.9107,6.9508,3.5669
TCGA-BQ-7045-11,TCGA,Normal_TCGA,KIRP,Kidney,Solid Tissue Normal,2.8679,5.2634,4.3555,6.4117,4.2795,4.4189,3.9928,5.7173,4.4456,5.3299,5.0211,0.8875
GTEX-131XW-0326-SM-5KM1J,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.2987,2.2265,1.3219,3.497,2.7655,4.7538,3.5122,4.0583,1.4699,4.1093,4.0993,0.1243
GTEX-P4QS-0326-SM-2I3EU,GTEX,Normal_GTEx,,Heart,Normal Tissue,1.8639,3.0617,3.5692,5.2342,2.3923,5.0112,6.274,5.2407,6.5902,5.9671,6.543,1.4957
GTEX-NPJ8-2626-SM-26GMI,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.0566,0.1375,0.4222,3.4276,1.8278,4.0329,1.3104,2.7048,3.4673,4.0583,6.88,4.1906
TCGA-CS-4941-01,TCGA,Tumor_TCGA,LGG,Brain,Primary Tumor,1.0704,0.4542,3.6702,4.851,9.9754,5.4508,5.8746,3.9681,2.4141,6.2346,7.288,2.3191
GTEX-Y114-2026-SM-4TT7L,GTEX,Normal_GTEx,,Breast,Normal Tissue,2.0108,2.8319,3.4383,4.7861,5.0379,5.0583,6.6386,4.306,4.5071,4.888,7.7864,1.1506
TCGA-25-1312-01,TCGA,Tumor_TCGA,OV,Ovary,Primary Tumor,2.1795,2.8012,3.6393,5.6837,1.4168,4.0909,4.1707,3.9345,2.1858,4.2273,5.155,0.263
TCGA-A6-6654-01,TCGA,Tumor_TCGA,COAD,Colon,Primary Tumor,4.3498,5.464,5.3392,6.3038,3.3868,6.59,4.5735,5.8583,6.6317,4.7666,6.5592,2.144
